# submitted_item	validated_id	current_symbol
RhoGAP93B	FBgn0038853	RhoGAP93B
CR44178	unknown ID	-
CG7044	FBgn0038854	CG7044
CR46045	unknown ID	-
CG5745	FBgn0038855	CG5745
Sec15	FBgn0266674	Sec15
rtet	FBgn0028468	rtet
Rab11	FBgn0015790	Rab11
ppan	FBgn0010770	ppan
Bdbt	FBgn0038857	Bdbt
slmb	FBgn0283468	slmb
CG5793	FBgn0038858	CG5793
Ice2	FBgn0038860	Ice2
CG7009	unknown ID	-
Usp8	FBgn0038862	Usp8
meigo	FBgn0250820	meigo
SNF4Agamma	FBgn0264357	SNF4Agamma
cDIP	FBgn0038865	cDIP
CG5810	FBgn0038866	CG5810
Snmp1	FBgn0260004	Snmp1
CG5862	FBgn0038868	CG5862
CR43975	FBgn0264706	CR43975
Smyd5	FBgn0038869	Smyd5
Oga	FBgn0038870	Oga
CG3337	FBgn0038871	CG3337
CR44265	unknown ID	-
Nelf-A	FBgn0038872	Nelf-A
Rab1	FBgn0285937	Rab1
CR45798	unknown ID	-
AP-2sigma	FBgn0043012	AP-2sigma
CG5919	unknown ID	-
CG3308	FBgn0038877	CG3308
CG3301	FBgn0038878	CG3301
Hsromega	unknown ID	-
CG16791	FBgn0038881	CG16791
mod(mdg4)	FBgn0002781	mod(mdg4)
pre-mod(mdg4)-B	FBgn0266178	pre-mod(mdg4)-B
pre-mod(mdg4)-L	FBgn0266174	pre-mod(mdg4)-L
pre-mod(mdg4)-E	FBgn0266172	pre-mod(mdg4)-E
pre-mod(mdg4)-AB	FBgn0266171	pre-mod(mdg4)-AB
tin	FBgn0004110	tin
Fancm	FBgn0038889	Fancm
CG7956	unknown ID	-
CG15498	FBgn0038892	CG15498
InR	FBgn0283499	InR
CR43653	unknown ID	-
CR44034	unknown ID	-
E2f1	FBgn0011766	E2f1
CR46055	unknown ID	-
CR46056	unknown ID	-
Archease	FBgn0038893	Archease
CG15497	FBgn0038894	CG15497
DNApol-alpha180	unknown ID	-
CG31176	FBgn0051176	CG31176
CG34034	FBgn0054034	CG34034
CG5849	FBgn0038897	CG5849
CG31343	FBgn0051343	CG31343
CG31233	FBgn0051233	CG31233
CG42335	FBgn0259237	CG42335
GABA-B-R2	FBgn0027575	GABA-B-R2
RpI12	unknown ID	-
tsl	FBgn0003867	tsl
CASK	FBgn0013759	CASK
CR45632	unknown ID	-
Gr93b	FBgn0045470	Gr93b
Gr93d	FBgn0045468	Gr93d
glec	FBgn0015229	glec
CR45644	unknown ID	-
lsn	FBgn0260940	lsn
CG6569	FBgn0038909	CG6569
Cby	FBgn0067317	Cby
CG31174	FBgn0051174	CG31174
CG31431	FBgn0051431	CG31431
CG31178	FBgn0064912	CG31178
CG6656	FBgn0038912	CG6656
CG34148	FBgn0083984	CG34148
P5CDh2	FBgn0053092	P5CDh2
CG31465	FBgn0051465	CG31465
dnd	FBgn0038916	dnd
CG6678	FBgn0038917	CG6678
CG17843	FBgn0038919	Qsox2
Eip93F	FBgn0264490	Eip93F
CG6332	FBgn0038921	Theg
CG6439	unknown ID	-
Mitofilin	FBgn0019960	Mitofilin
mRpL35	FBgn0038923	mRpL35
CG6028	FBgn0038924	CG6028
Cchl	FBgn0038925	Cchl
ND-42	FBgn0019957	ND-42
CG13409	FBgn0038926	CG13409
pit	FBgn0266581	pit
Fadd	FBgn0038928	Fadd
how	FBgn0264491	how
CG42390	FBgn0259736	CG42390
SKIP	FBgn0051163	SKIP
Gld2	FBgn0038934	Gld2
CG7084	FBgn0038938	CG7084
CG34377	FBgn0263117	CG34377
CG7080	FBgn0038941	CG7080
CG13862	FBgn0038942	CG13862
rdhB	FBgn0038946	rdhB
Sar1	FBgn0038947	Sar1
PSR	unknown ID	-
CG5382	FBgn0038950	CG5382
CG5380	unknown ID	-
PyK	FBgn0267385	PyK
CG7069	FBgn0038952	CG7069
CG18596	FBgn0038953	CG18596
CG34149	FBgn0083985	CG34149
CG43342	FBgn0263047	CG43342
CG43343	FBgn0263048	Gpdh3
CG5379	unknown ID	-
CG7059	FBgn0038957	CG7059
CG13857	FBgn0038958	CG13857
CG13856	FBgn0038959	CG13856
CG13850	FBgn0038961	CG13850
lqfR	FBgn0261279	lqfR
Nop56	FBgn0038964	Nop56
mats	FBgn0038965	mats
pinta	FBgn0038966	pinta
CG13847	FBgn0038967	CG13847
CG12499	FBgn0038968	CG12499
CG34288	FBgn0085317	CG34288
CG34376	FBgn0085405	CG34376
Rpn7	FBgn0028688	Rpn7
AP-2mu	FBgn0263351	AP-2mu
CG7054	FBgn0038972	CG7054
Pebp1	FBgn0038973	Pebp1
CG5377	FBgn0038974	CG5377
Nrx-1	FBgn0038975	Nrx-1
Pfdn5	FBgn0038976	Pfdn5
CG5376	FBgn0038977	CG5376
CCT1	FBgn0003676	CCT1
tHMG2	FBgn0038979	tHMG2
Octbeta1R	FBgn0038980	Octbeta1R
CG5346	FBgn0038981	CG5346
CG33099	FBgn0053099	CG33099
CG5326	FBgn0038983	CG5326
CR45646	unknown ID	-
CR45647	unknown ID	-
AdipoR	FBgn0038984	AdipoR
CR44062	unknown ID	-
bond	FBgn0260942	bond
CSN6	FBgn0028837	CSN6
Dph5	FBgn0024558	Dph5
CG33107	FBgn0053107	CG33107
CG6937	FBgn0038989	CG6937
Efa6	FBgn0051158	Efa6
CG31156	FBgn0051156	CG31156
mRRF2	FBgn0051159	mRRF2
CG31161	FBgn0051161	CG31161
mRpL45	FBgn0263863	mRpL45
loco	FBgn0020278	loco
wake	FBgn0266418	wake
Gclm	FBgn0046114	Gclm
CG17625	FBgn0039002	CG17625
wfs1	FBgn0039003	wfs1
Nup133	FBgn0039004	Nup133
cd	FBgn0263986	cd
Cyp6d4	FBgn0039006	Cyp6d4
CCAP	FBgn0039007	CCAP
CG6972	FBgn0039008	CG6972
CG4907	FBgn0039010	CG4907
wge	FBgn0051151	wge
Irp-1A	FBgn0024958	Irp-1A
CG4813	FBgn0039013	CG4813
CG45049	FBgn0266409	CG45049
Takl2	FBgn0039015	Takl2
Dcr-1	FBgn0039016	Dcr-1
CG6985	FBgn0039017	CG6985
vret	FBgn0263143	vret
HP1c	FBgn0039019	HP1c
CG17141	FBgn0039020	CG17141
CG31139	FBgn0051139	CG31139
rumi	FBgn0086253	rumi
Usp12-46	FBgn0039025	Usp12-46
CG7029	FBgn0039026	CG7029
CG4721	FBgn0039024	Nepl15
CG43094	FBgn0262540	CG43094
CG43095	FBgn0262541	CG43095
CG13840	FBgn0039028	CG13840
klg	FBgn0017590	klg
Nha2	FBgn0263390	Nha2
CG17121	FBgn0039043	CG17121
p53	FBgn0039044	p53
CR46089	unknown ID	-
CG17119	FBgn0039045	CG17119
sav	FBgn0053193	sav
Ublcp1	FBgn0027526	Ublcp1
CG17111	FBgn0039048	CG17111
CG6726	FBgn0039049	CG6726
CG17110	FBgn0039050	CG17110
CG17109	FBgn0039051	CG17109
Rassf	FBgn0039055	Rassf
CenB1A	FBgn0039056	CenB1A
CG31365	FBgn0051365	CG31365
CG31457	FBgn0051457	CG31457
hh	FBgn0004644	hh
unk	FBgn0004395	unk
VhaAC39-2	FBgn0039058	VhaAC39-2
Irk1	FBgn0265042	Irk1
cnc	FBgn0262975	cnc
fzo	FBgn0011596	fzo
CG4467	FBgn0039064	CG4467
Rad60	FBgn0039065	Rad60
EloA	FBgn0039066	EloA
wda	FBgn0039067	wda
CG13827	FBgn0039068	Pex11c
orb	FBgn0004882	orb
Cdc16	FBgn0025781	Cdc16
CG6763	FBgn0039069	CG6763
CG17083	unknown ID	-
bb8	FBgn0039071	bb8
pnt	FBgn0003118	pnt
DNApol-epsilon255	unknown ID	-
ATPsynCF6	FBgn0016119	ATPsynCF6
Sec13	FBgn0024509	Sec13
RpS3	FBgn0002622	RpS3
CG4408	FBgn0039073	CG4408
CG42827	FBgn0262009	CG42827
CG42828	FBgn0262010	CG42828
CG4393	FBgn0039075	CG4393
CG4374	FBgn0039078	CG4374
CG10175	FBgn0039084	CG10175
CG10184	FBgn0039094	CG10184
CG31145	FBgn0051145	CG31145
GILT3	FBgn0039098	GILT3
GILT2	FBgn0039099	GILT2
eIF3d1	FBgn0040227	eIF3d1
CG16710	FBgn0039101	CG16710
CG18754	FBgn0042106	CG18754
SPE	FBgn0039102	SPE
CG10254	FBgn0027512	CG10254
CR43903	unknown ID	-
Gba1a	FBgn0051148	Gba1a
CG31413	FBgn0051413	Qsox4
Gba1b	FBgn0051414	Gba1b
CG10300	FBgn0039107	CG10300
nau	FBgn0002922	nau
CG10365	FBgn0039109	CG10365
RNaseMRP:RNA	FBgn0065098	RNaseMRP:RNA
Rpn9	FBgn0028691	Rpn9
Hmgcr	FBgn0263782	Hmgcr
CR46091	unknown ID	-
RanBP3	FBgn0039110	RanBP3
Rpt5	FBgn0028684	Rpt5
Hrd3	FBgn0028475	Hrd3
PTPMT1	FBgn0039111	PTPMT1
SdhD	FBgn0039112	SdhD
CG10217	unknown ID	-
Lsd-1	FBgn0039114	Lsd-1
CG10214	FBgn0039115	CG10214
CG10375	FBgn0039116	CG10375
tst	FBgn0039117	tst
CG10208	FBgn0039118	CG10208
Nup98-96	FBgn0039120	Nup98-96
mbc	FBgn0015513	mbc
CG33111	FBgn0053111	CG33111
CG34355	FBgn0085384	CG34355
eIF4G2	FBgn0260634	eIF4G2
Pli	FBgn0025574	Pli
TfIIA-S	FBgn0013347	TfIIA-S
tbrd-1	FBgn0039124	tbrd-1
sba	FBgn0016754	sba
Ndc1	FBgn0039125	Ndc1
CG13601	FBgn0039126	CG13601
CG43999	FBgn0264741	CG43999
CG31142	FBgn0047114	CG31142
Rpt2	FBgn0015282	Rpt2
CG13599	FBgn0039128	CG13599
RpS19b	FBgn0039129	RpS19b
CG5854	FBgn0039130	CG5854
Gdh	FBgn0001098	Gdh
CG12268	FBgn0039131	CG12268
GluProRS	FBgn0005674	GluProRS
CR46092	unknown ID	-
AP-1sigma	FBgn0039132	AP-1sigma
CG31140	FBgn0051140	CG31140
CR31451	FBgn0051451	lncRNA:CR31451
CG13603	FBgn0039135	CG13603
CG5902	FBgn0039136	CG5902
CG13604	unknown ID	-
Rab7	FBgn0015795	Rab7
CG33108	FBgn0053108	CG33108
LSm3	FBgn0051184	LSm3
KrT95D	FBgn0020647	KrT95D
Ime4	unknown ID	-
Miro	FBgn0039140	Miro
spas	FBgn0039141	spas
Rox8	FBgn0005649	Rox8
CG5986	FBgn0043455	CG5986
Atg6	FBgn0264325	Atg6
CG5991	FBgn0026576	Pisd
CR44097	unknown ID	-
CG6000	FBgn0039145	CG6000
Hsp68	FBgn0001230	Hsp68
SMC1	FBgn0040283	SMC1
eIF4EHP	FBgn0053100	eIF4EHP
Syx1A	FBgn0013343	Syx1A
CG10694	FBgn0039147	CG10694
CG18428	FBgn0039149	CG18428
CG13605	FBgn0039150	CG13605
Root	FBgn0039152	Root
GatB	FBgn0039153	GatB
Tsc1	FBgn0026317	Tsc1
Sec10	FBgn0266673	Sec10
Npc2f	FBgn0039154	Npc2f
Kal1	FBgn0039155	Kal1
Slimp	FBgn0051133	Slimp
p38c	FBgn0267339	p38c
p38a	FBgn0015765	p38a
CG6178	FBgn0039156	CG6178
Myo95E	FBgn0039157	Myo95E
CG6182	FBgn0039158	TBC1d7
mRpS24	FBgn0039159	mRpS24
Apc2	FBgn0026598	Apc2
CG5510	FBgn0039160	CG5510
CG13606	FBgn0039161	CG13606
CHORD	unknown ID	-
CG5515	FBgn0039163	CG5515
jnj	FBgn0266282	jnj
CG6204	FBgn0039165	CG6204
twin	FBgn0011725	twin
CG17786	FBgn0039167	CG17786
cav	FBgn0026257	cav
Spps	FBgn0039169	Spps
CG13609	FBgn0039170	CG13609
Spase22-23	FBgn0039172	Spase22-23
mask	FBgn0043884	mask
CR44092	unknown ID	-
scaRNA:MeU2-G25	FBgn0261452	scaRNA:MeU2-G25
beta-PheRS	FBgn0039175	beta-PheRS
jar	FBgn0011225	jar
Orct2	FBgn0086365	Orct2
Orct	FBgn0019952	Orct
CG13611	FBgn0286199	shps
CG6356	FBgn0039178	CG6356
CG6364	FBgn0263398	Uck
CG5715	FBgn0039180	CG5715
crb	FBgn0259685	crb
Nab2	FBgn0028471	Nab2
CR46093	unknown ID	-
BRWD3	FBgn0011785	BRWD3
CG5728	FBgn0039182	CG5728
Dis3	FBgn0039183	Dis3
CG6432	FBgn0039184	CG6432
Ms	FBgn0011581	Ms
CG5746	FBgn0039186	CG5746
CG6454	FBgn0039187	CG6454
Golgin84	FBgn0039188	Golgin84
CG18528	FBgn0039189	CG18528
nAChRbeta2	FBgn0004118	nAChRbeta2
CG13617	unknown ID	-
Pp1alpha-96A	FBgn0003134	Pp1alpha-96A
CR44021	unknown ID	-
CG13622	FBgn0039202	CG13622
CG13618	FBgn0039203	CG13618
CG6607	FBgn0039204	CG6607
CG13623	FBgn0039205	CG13623
ana1	FBgn0262167	ana1
CG5789	unknown ID	-
Esyt2	FBgn0266758	Esyt2
REPTOR	FBgn0039209	REPTOR
CR46094	unknown ID	-
CG13625	FBgn0039210	CG13625
mld	FBgn0263490	mld
CR46095	unknown ID	-
Syx18	FBgn0039212	Syx18
atl	FBgn0039213	atl
Wsck	FBgn0046685	Wsck
CG43222	unknown ID	-
puf	FBgn0039214	puf
ash2	FBgn0000139	ash2
CG31125	FBgn0051125	CG31125
CG6695	FBgn0039215	CG6695
CG31126	FBgn0051126	CG31126
Ppox	FBgn0020018	Ppox
slo	FBgn0003429	slo
Rpb10	unknown ID	-
CG13630	FBgn0039219	CG13630
tok	FBgn0004885	tok
asp	FBgn0000140	asp
AstA	FBgn0015591	AstA
CR45650	unknown ID	-
CG13631	FBgn0040600	CG13631
CG42331	FBgn0259233	CG42331
CG5805	FBgn0039223	CG5805
Ude	FBgn0039226	Ude
polybromo	FBgn0039227	polybromo
lili	FBgn0027539	lili
CG34150	FBgn0083986	CG34150
CG5808	FBgn0027617	CG5808
CR46096	unknown ID	-
Saf-B	FBgn0039229	Saf-B
niki	FBgn0045980	niki
RabX4	FBgn0051118	RabX4
CG31357	FBgn0051357	Kaz
CG43273	FBgn0262962	CG43273
sosie	FBgn0039232	sosie
CG33658	FBgn0053658	CG33658
Esp	FBgn0013953	Esp
CG7006	FBgn0039233	CG7006
nct	unknown ID	-
HDAC11	FBgn0051119	HDAC11
Elal	FBgn0013949	Elal
CycB3	FBgn0015625	CycB3
CG3744	FBgn0039240	CG3744
CG11089	FBgn0039241	CG11089
CG31381	FBgn0043799	CG31381
CG31121	FBgn0051121	CG31121
CG11069	FBgn0039244	CG11069
CG13643	FBgn0040601	CG13643
CG10845	FBgn0039246	CG10845
CR44267	unknown ID	-
PIG-S	FBgn0265190	PIG-S
sud1	FBgn0265189	sud1
CG11168	FBgn0039249	CG11168
Mink	FBgn0039250	Mink
CR46097	unknown ID	-
Trf4-2	FBgn0039251	Trf4-2
CG11771	FBgn0039252	CG11771
Osbp	FBgn0020626	Osbp
ssh	FBgn0029157	ssh
Nmnat	FBgn0039254	Nmnat
CG13646	FBgn0285912	mah
tnc	FBgn0039257	tnc
beta4GalT7	FBgn0039258	beta4GalT7
CG11781	FBgn0039259	EMC6
Hr96	FBgn0015240	Hr96
Smg6	FBgn0039260	Smg6
CG6422	unknown ID	-
bai	FBgn0045866	bai
5PtaseI	FBgn0259178	5PtaseI
CG11786	FBgn0039264	CG11786
CG11790	FBgn0039265	CG11790
CG11791	FBgn0039266	CG11791
CG31109	FBgn0051109	CG31109
CG31111	FBgn0051111	CG31111
stac	FBgn0266719	stac
veli	FBgn0039269	veli
PQBP1	FBgn0039270	PQBP1
Stt3B	FBgn0011336	Stt3B
CG11839	FBgn0039271	CG11839
CG11836	FBgn0039272	CG11836
shams	FBgn0039273	shams
CG11920	FBgn0039274	CG11920
CG33096	FBgn0053096	CG33096
CG45095	FBgn0266534	CG45095
CG34027	FBgn0054027	CG34027
CG13650	unknown ID	-
CG31108	FBgn0051108	TTLL5
CG31510	FBgn0051510	CG31510
vig2	FBgn0046214	vig2
Clbn	FBgn0259152	Clbn
Bili	FBgn0039282	Bili
danr	FBgn0039283	danr
Cad96Ca	FBgn0022800	Cad96Ca
CG13663	FBgn0039291	CG13663
CG11851	unknown ID	-
Cad96Cb	FBgn0039294	Cad96Cb
CG10420	unknown ID	-
CG11852	FBgn0039297	CG11852
bam	FBgn0000158	bam
RpS27	FBgn0039300	RpS27
Nup37	FBgn0039301	Nup37
Nup358	FBgn0039302	Nup358
CG11857	FBgn0039303	CG11857
CG10425	FBgn0039304	CG10425
CG11858	FBgn0039305	CG11858
GlnRS	FBgn0027090	GlnRS
RIOK2	FBgn0039306	RIOK2
CR45214	unknown ID	-
CR43310	FBgn0263002	CR43310
CG10514	FBgn0039312	CG10514
CG13658	FBgn0039315	CG13658
CG11893	FBgn0039316	CG11893
CG31098	FBgn0051098	CG31098
CG31288	FBgn0051288	CG31288
CG13659	FBgn0039319	CG13659
CG31370	FBgn0051370	CG31370
CG31436	FBgn0051436	CG31436
CG10550	FBgn0039321	CG10550
CG31087	FBgn0051087	CG31087
CG10559	FBgn0039323	CG10559
CG10553	FBgn0039324	CG10553
CG10562	FBgn0039326	CG10562
CHKov1	FBgn0045761	CHKov1
CHKov2	FBgn0039328	CHKov2
CG10669	FBgn0039329	CG10669
CG11902	FBgn0028647	CG11902
rha	FBgn0027376	rha
tobi	FBgn0261575	tobi
Fur1	FBgn0004509	Fur1
alrm	FBgn0039332	alrm
Muc96D	FBgn0051439	Muc96D
Vps33B	FBgn0039335	Vps33B
CG4553	FBgn0039336	CG4553
MED28	FBgn0039337	MED28
XNP	FBgn0039338	XNP
CG5116	FBgn0039339	CG5116
Dhap-at	unknown ID	-
CR44179	unknown ID	-
CG5112	FBgn0039341	CG5112
CG33494	FBgn0053494	CG33494
CG5111	FBgn0039343	CG5111
msi	FBgn0011666	msi
CR45910	unknown ID	-
ymp	FBgn0261287	ymp
Npl4	FBgn0039348	Npl4
CG5079	FBgn0039346	CG5079
CG5071	FBgn0039347	CG5071
Ssadh	FBgn0039349	Ssadh
jigr1	FBgn0039350	jigr1
Tnks	FBgn0027508	Tnks
CR46101	unknown ID	-
CR45208	unknown ID	-
RASSF8	FBgn0261986	RASSF8
CR45225	unknown ID	-
CG4730	FBgn0039355	CG4730
CG5039	FBgn0039356	CG5039
CG4743	FBgn0039357	CG4743
CG5028	FBgn0039358	CG5028
RpL27	FBgn0039359	RpL27
CLS	FBgn0039360	CLS
LpR2	FBgn0051092	LpR2
CR46102	unknown ID	-
LpR1	FBgn0066101	LpR1
CG4960	FBgn0039371	CG4960
CG14545	FBgn0040602	CG14545
CG5886	FBgn0039379	CG5886
CG5890	FBgn0039380	CG5890
Tsp96F	FBgn0027865	Tsp96F
SppL	FBgn0039381	SppL
Lnk	FBgn0028717	Lnk
CG5913	FBgn0039385	CG5913
CG5948	FBgn0039386	CG5948
MCO3	unknown ID	-
CG31091	FBgn0051091	CG31091
CG31089	FBgn0051089	CG31089
CG42235	FBgn0250757	CG42235
Nf1	FBgn0015269	Nf1
CG43116	FBgn0262576	CG43116
E(spl)mdelta-HLH	FBgn0002734	E(spl)mdelta-HLH
E(spl)mgamma-HLH	FBgn0002735	E(spl)mgamma-HLH
CR45037	unknown ID	-
E(spl)mbeta-HLH	FBgn0002733	E(spl)mbeta-HLH
CR45039	unknown ID	-
E(spl)malpha-BFM	FBgn0002732	E(spl)malpha-BFM
Kaz-m1	FBgn0002578	Kaz-m1
E(spl)m2-BFM	FBgn0002592	E(spl)m2-BFM
CR43643	unknown ID	-
CR43644	unknown ID	-
E(spl)m3-HLH	FBgn0002609	E(spl)m3-HLH
E(spl)m4-BFM	FBgn0002629	E(spl)m4-BFM
E(spl)m5-HLH	FBgn0002631	E(spl)m5-HLH
E(spl)m6-BFM	FBgn0002632	E(spl)m6-BFM
E(spl)m7-HLH	FBgn0002633	E(spl)m7-HLH
E(spl)m8-HLH	FBgn0000591	E(spl)m8-HLH
gro	FBgn0001139	gro
Exo84	FBgn0266668	Exo84
Vps2	FBgn0039402	Vps2
Dak1	unknown ID	-
Sld5	FBgn0039403	Sld5
CG14543	FBgn0039404	CG14543
RpL34a	FBgn0039406	RpL34a
CG14544	FBgn0039407	CG14544
CG31324	FBgn0051324	CG31324
CR46060	unknown ID	-
CG14556	FBgn0039413	CG14556
CG6142	FBgn0039415	CG6142
CG6073	FBgn0039417	CG6073
CR44320	unknown ID	-
CG12290	FBgn0039419	CG12290
CR46061	unknown ID	-
CR46062	unknown ID	-
Ald	unknown ID	-
CR44321	unknown ID	-
CG33970	FBgn0053970	osy
CR42765	unknown ID	-
tx	FBgn0263118	tx
CG5447	FBgn0039427	CG5447
CG43117	FBgn0262577	CG43117
Pdf	FBgn0023178	Pdf
CG14237	FBgn0039428	CG14237
CG14238	FBgn0039429	CG14238
CG5455	FBgn0039430	CG5455
plum	FBgn0039431	plum
CR45226	unknown ID	-
scrib	FBgn0263289	scrib
CR46084	unknown ID	-
TwdlM	FBgn0039434	TwdlM
TwdlB	FBgn0039436	TwdlB
CG6425	FBgn0039449	CG6425
CG5484	FBgn0039450	Yif1
CG6420	FBgn0039451	CG6420
CG14244	FBgn0040607	CG14244
CG14245	FBgn0039452	CG14245
CG42789	FBgn0261860	CG42789
Tl	FBgn0262473	Tl
Lerp	FBgn0051072	Lerp
IntS12	FBgn0039459	IntS12
ball	FBgn0027889	ball
His2Av	FBgn0001197	His2Av
SPARC	FBgn0026562	SPARC
Rb97D	FBgn0004903	Rb97D
ms(3)K81	FBgn0002838	ms(3)K81
CG5500	FBgn0039461	CG5500
T48	FBgn0004359	T48
Ets97D	FBgn0004510	Ets97D
sda	unknown ID	-
CG14252	FBgn0039462	CG14252
CG18472	unknown ID	-
CG6330	FBgn0039464	CG6330
Tsp97E	FBgn0039465	Tsp97E
CG5521	FBgn0039466	CG5521
CG14253	FBgn0039467	CG14253
CG31075	FBgn0051075	CG31075
CG31076	FBgn0051076	CG31076
TwdlC	FBgn0039469	TwdlC
TwdlT	FBgn0029170	TwdlT
spz	FBgn0003495	spz
CG14257	FBgn0039479	CG14257
caix	unknown ID	-
gb	FBgn0039487	gb
CG5815	FBgn0027574	CG5815
CG6066	FBgn0039488	CG6066
CG5880	FBgn0039489	CG5880
CG5882	FBgn0039490	CG5882
CG6059	FBgn0039491	CG6059
CG6051	FBgn0039492	CG6051
Men-b	FBgn0029155	Men-b
grass	FBgn0039494	grass
CG5909	FBgn0039495	CG5909
CG34293	FBgn0085322	CG34293
spn-D	FBgn0003482	spn-D
CG42813	FBgn0261995	CG42813
CG31064	FBgn0051064	CG31064
DNApol-alpha73	unknown ID	-
CG18766	FBgn0042111	CG18766
CR46085	unknown ID	-
CG5987	unknown ID	-
TfIIA-L	FBgn0011289	TfIIA-L
pll	FBgn0010441	pll
woc	FBgn0010328	woc
CR44049	unknown ID	-
CG14262	FBgn0039503	CG14262
CG14260	FBgn0039504	CG14260
l(3)mbt	FBgn0002441	l(3)mbt
CG5934	FBgn0039505	CG5934
CG5938	FBgn0046247	CG5938
mrt	FBgn0039507	mrt
CG3368	FBgn0039508	CG3368
bigmax	FBgn0039509	bigmax
Hmu	FBgn0015737	Hmu
CG3348	FBgn0040609	CG3348
Klp98A	FBgn0004387	Klp98A
CG5646	FBgn0039525	CG5646
wdb	FBgn0027492	wdb
pins	FBgn0040080	pins
CG5639	FBgn0039527	CG5639
dsd	FBgn0039528	dsd
Tusp	FBgn0039530	Tusp
CG5612	FBgn0039529	CG5612
CG5611	FBgn0039531	CG5611
Mtl	FBgn0039532	Mtl
tau	FBgn0266579	tau
RpS10a	FBgn0027494	RpS10a
CG5590	unknown ID	-
CG12883	FBgn0039538	CG12883
Sce	FBgn0003330	Sce
CG12880	FBgn0046258	CG12880
CG43320	FBgn0263025	HSPBAP1
ALiX	FBgn0086346	ALiX
btz	FBgn0045862	btz
CG12428	unknown ID	-
CG12877	FBgn0039544	CG12877
Ets98B	FBgn0005659	Ets98B
CG34353	FBgn0085382	CG34353
mil	FBgn0267366	mil
CG5003	FBgn0039554	CG5003
mRpS22	FBgn0039555	mRpS22
CG33213	FBgn0053213	CG33213
CG12259	FBgn0039557	CG12259
BCAS2	FBgn0039558	BCAS2
RpL4	FBgn0003279	RpL4
snoRNA:Or-aca3	FBgn0082923	snoRNA:Or-aca3
CR45566	unknown ID	-
mino	FBgn0027579	mino
CG31053	unknown ID	-
NSD	FBgn0039559	NSD
BOD1	FBgn0039560	BOD1
mfrn	FBgn0039561	mfrn
Gp93	FBgn0039562	Gp93
CG4951	FBgn0039563	CG4951
CG5527	unknown ID	-
CG4849	FBgn0039566	CG4849
betaTub97EF	FBgn0003890	betaTub97EF
CG4815	FBgn0039568	CG4815
larp	FBgn0261618	larp
CR46104	unknown ID	-
Gfat2	FBgn0039580	Gfat2
Moca-cyp	FBgn0039581	Moca-cyp
CR46105	unknown ID	-
CG1894	FBgn0039585	CG1894
Dhc98D	FBgn0013813	Dhc98D
CG31051	FBgn0051051	CG31051
Ppn	FBgn0003137	Ppn
mIF2	FBgn0039588	mIF2
fkh	FBgn0000659	fkh
Noa36	FBgn0026400	Noa36
Hrb98DE	FBgn0001215	Hrb98DE
snoRNA:Psi28S-3405a	FBgn0082960	snoRNA:Psi28S-3405a
snoRNA:Psi28S-3305c	FBgn0082974	snoRNA:Psi28S-3305c
CG9986	FBgn0039589	CG9986
CG10011	FBgn0039590	CG10011
CG9990	unknown ID	-
htt	FBgn0027655	htt
CheB98a	FBgn0261289	CheB98a
wdn	FBgn0005642	wdn
CG1646	unknown ID	-
CG1523	FBgn0039601	CG1523
CG1647	FBgn0039602	CG1647
WASp	FBgn0024273	WASp
Apc	FBgn0015589	Apc
spg	FBgn0264324	spg
Inx3	FBgn0265274	Inx3
CG33203	FBgn0053203	CG33203
Doa	FBgn0265998	Doa
CG11828	FBgn0039616	CG11828
CG14518	FBgn0039621	CG14518
eIF4E6	FBgn0039622	eIF4E6
CG1951	FBgn0039623	CG1951
Ssl2	FBgn0041780	Ssl2
CR45044	unknown ID	-
beta4GalNAcTB	FBgn0039625	beta4GalNAcTB
Cpsf100	FBgn0027873	Cpsf100
Slu7	FBgn0039626	Slu7
Pkc98E	FBgn0003093	Pkc98E
CG11837	FBgn0039627	CG11837
CG11841	FBgn0039628	CG11841
CG11842	FBgn0039629	CG11842
CR46107	unknown ID	-
CG11843	FBgn0039630	CG11843
Sirt7	FBgn0039631	Sirt7
Cul5	FBgn0039632	Cul5
CG11873	FBgn0039633	Bicra
CR45030	unknown ID	-
alpha-Man-Ib	FBgn0039634	alpha-Man-Ib
CG11876	unknown ID	-
Atg14	FBgn0039636	Atg14
yem	FBgn0005596	yem
CG11880	unknown ID	-
dgt6	FBgn0039638	dgt6
Vha100-1	FBgn0028671	Vha100-1
CG14512	unknown ID	-
CG14516	unknown ID	-
CG14511	FBgn0039641	CG14511
CG11882	FBgn0039642	CG11882
Pglym78	FBgn0014869	Pglym78
eIF2D	FBgn0041588	eIF2D
Slbp	FBgn0041186	Slbp
Rpn2	FBgn0028692	Rpn2
CG11897	unknown ID	-
CG14509	FBgn0039647	jus
CG11899	FBgn0014427	CG11899
Mesh1	FBgn0039650	Mesh1
Cyt-c1L	FBgn0039651	Cyt-c1L
CR31044	FBgn0051044	lncRNA:CR31044
eEF1gamma	FBgn0029176	eEF1gamma
Cisd2	FBgn0062442	Cisd2
Brd8	FBgn0039654	Brd8
CG14507	FBgn0033170	sPLA2
Usp1	FBgn0028476	Usp1
CG31445	FBgn0051445	CG31445
SP1029	FBgn0263236	SP1029
stg	FBgn0003525	stg
CG45544	FBgn0267104	CG45544
CR45568	unknown ID	-
Cnx99A	FBgn0015622	Cnx99A
Ptp99A	FBgn0004369	Ptp99A
